section,key,value
results,3d_research.manifold_geometry.config.max_seq_len,1024
results,3d_research.manifold_geometry.config.seed,42
results,3d_research.manifold_geometry.n_samples,19048
results,3d_research.manifold_geometry.n_components,3
results,3d_research.manifold_geometry.pca_eigenvalues,[0.029265106287038628,0.018822403941470937,0.012191955388842596,0.008792875708493677,0.007471884971363838,0.005594072231868359,0.004432651734973111,0.004056065703408728,0.002901772833446473,0.0023267396559974]
results,3d_research.manifold_geometry.participation_ratio,13.383436349407205
results,3d_research.manifold_geometry.pca_points,[[0.1823657871301133,0.35504651480990385,1.0328564365201647],[0.3320312448884545,0.3697810459076028,1.0385246779969417],[0.3676481487159529,0.3260072364940851,0.9653471922329336],[0.37528862423776627,0.2971639354530721,0.9295527237112756],[0.3657525667987472,0.2605468125634972,0.8282666982003091],[0.3514975513772223,0.18392017308922579,0.7594110192928096],[0.3481703943594359,0.20404407602795765,0.7327100891445523],[0.3567588886070345,0.14088653306507823,0.7159639721799471],[0.3095575344470865,0.
results,3d_research.manifold_geometry.pca_colors,[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,1
results,3d_research.manifold_geometry.metrics.intrinsic_dim_pr,13.383436349407205
results,3d_research.manifold_geometry.metrics.explained_variance_top3,0.4080566930816499
results,3d_research.manifold_geometry.metrics.top_eigenvalue,0.029265106287038628
results,3d_research.manifold_geometry.metrics.manifold_volume_proxy,0.0025914884646997356
results,3d_research.trajectory.experiment_id,8
results,3d_research.trajectory.experiment_name,Reasoning Trajectory Analysis (3D)
results,3d_research.trajectory.experiment_description,Sample (step, honesty, deception, spectral_radius) and detect deception onset.
results,3d_research.trajectory.name,Reasoning Trajectory Analysis (3D)
results,3d_research.trajectory.description,Sample (step, honesty, deception, spectral_radius) and detect deception onset.
results,3d_research.trajectory.elapsed_seconds,0.777072033
results,3d_research.trajectory.parameters.temperature,0.7
results,3d_research.trajectory.parameters.max_tokens,256
results,3d_research.trajectory.parameters.top_k,50
results,3d_research.trajectory.parameters.top_p,0.95
results,3d_research.trajectory.parameters.context_window,1024
results,3d_research.trajectory.parameters.ncrit_threshold,114.0
results,3d_research.trajectory.parameters.theta_b_deg,7.07
results,3d_research.trajectory.parameters.beta_caputo,0.5
results,3d_research.trajectory.parameters.rlhf_pressure,0.0
results,3d_research.trajectory.parameters.n_layers,6
results,3d_research.trajectory.parameters.hidden_dim,64
results,3d_research.trajectory.parameters.n_heads,4
results,3d_research.trajectory.parameters.vocab_size,256
results,3d_research.trajectory.parameters.seed,42
results,3d_research.trajectory.parameters.epochs,3
results,3d_research.trajectory.parameters.learning_rate,0.001
results,3d_research.trajectory.parameters.batch_size,4
results,3d_research.trajectory.parameters.enable_filter,true
results,3d_research.trajectory.parameters.capture_hidden,true
results,3d_research.trajectory.parameters.language,en
results,3d_research.trajectory.parameters.hessian_grid_size,24
results,3d_research.trajectory.parameters.trajectory_points,64
results,3d_research.trajectory.parameters.spectral_surface_layers,6
results,3d_research.trajectory.parameters.pca_components,3
results,3d_research.trajectory.parameters.attention_flow_3d_resolution,32
results,3d_research.trajectory.parameters.parameter_space_grid,16
results,3d_research.trajectory.parameters.curvature_neighbors,8
results,3d_research.trajectory.parameters.elevation_3d,30
results,3d_research.trajectory.parameters.azimuth_3d,45
results,3d_research.trajectory.parameters.color_map_3d,viridis
results,3d_research.trajectory.data.experiment,trajectory_analysis
results,3d_research.trajectory.data.n_points,64
results,3d_research.trajectory.data.trajectory.steps,[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]
results,3d_research.trajectory.data.trajectory.honesty,[0.65,0.6471230840812816,0.6442840330046047,0.641482023388302,0.6387162567011646,0.6359859583063843,0.6332903765500688,0.6306287818918977,0.6280004660756343,0.6254047413373511,0.6228409396493605,0.6203084119979633,0.6178065276932394,0.6153346737092178,0.6128922540528553,0.6104786891603498,0.6080934153194011,0.6057358841161097,0.6034055619052818,0.60110192930298,0.5988244807002215,0.5965727237967934,0.5943461791542062,0.5921443797668645,0.5899668706505852,0.5878132084476383,0.5856829610475331,0.5
results,3d_research.trajectory.data.trajectory.deception,[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
results,3d_research.trajectory.data.trajectory.hallucination,[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
results,3d_research.trajectory.data.trajectory.spectral,[0.06484796464592606,0.17699272855782755,0.10366224144135124,0.18472724080849365,0.17326380470563227,0.11202146484219402,0.10069405181774208,0.079715302430911,0.12421854175094886,0.11768812011652692,0.12089962815041413,0.07958544388706479,0.09535104825305549,0.1389942964309095,0.07777914368708912,0.11049722959501235,0.10611365152445204,0.09295602895328152,0.04466191552675498,0.13474040263630943,0.07942712488296658,0.12917548301815193,0.10235959127156957,0.05060847593065578,0.09514997257688233,0.
results,3d_research.trajectory.data.trajectory.spectral_normalized,[0.10123161720973649,0.5521993852465182,0.25731547849589964,0.5833021813545572,0.5372042627981383,0.2909304257132332,0.24537949679709734,0.16101764647821515,0.3399785342315695,0.31371774802912217,0.32663218611391803,0.16049544628236082,0.22389367518466657,0.399396280336198,0.15323177082242279,0.28480101812069947,0.2671733344951979,0.2142625834569015,0.020057452681602594,0.38229009612305603,0.15985879803035624,0.359911883427579,0.2520771310322528,0.04397035756719973,0.22308508951622172,0.47596596
results,3d_research.trajectory.data.deception_onset_step,-1
results,3d_research.trajectory.data.metrics.n_points,64
results,3d_research.trajectory.data.metrics.onset_step,-1
results,3d_research.trajectory.data.metrics.final_honesty,0.5201825522260907
results,3d_research.trajectory.data.metrics.final_deception,0.0
results,3d_research.trajectory.data.metrics.mean_spectral_radius,0.12525756753777212
results,3d_research.trajectory.data.metrics.max_spectral_radius,0.2883498981394852
results,3d_research.trajectory.data.metrics.honesty_decrease_rate,0.0020283976214673337
results,3d_research.trajectory.data.metrics.deception_increase_rate,0.0
results,3d_research.trajectory.data.temperature_used,0.7
results,3d_research.trajectory.experiment,trajectory_analysis
results,3d_research.trajectory.n_points,64
results,3d_research.trajectory.trajectory.steps,[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]
results,3d_research.trajectory.trajectory.honesty,[0.65,0.6471230840812816,0.6442840330046047,0.641482023388302,0.6387162567011646,0.6359859583063843,0.6332903765500688,0.6306287818918977,0.6280004660756343,0.6254047413373511,0.6228409396493605,0.6203084119979633,0.6178065276932394,0.6153346737092178,0.6128922540528553,0.6104786891603498,0.6080934153194011,0.6057358841161097,0.6034055619052818,0.60110192930298,0.5988244807002215,0.5965727237967934,0.5943461791542062,0.5921443797668645,0.5899668706505852,0.5878132084476383,0.5856829610475331,0.5
results,3d_research.trajectory.trajectory.deception,[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
results,3d_research.trajectory.trajectory.hallucination,[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
results,3d_research.trajectory.trajectory.spectral,[0.06484796464592606,0.17699272855782755,0.10366224144135124,0.18472724080849365,0.17326380470563227,0.11202146484219402,0.10069405181774208,0.079715302430911,0.12421854175094886,0.11768812011652692,0.12089962815041413,0.07958544388706479,0.09535104825305549,0.1389942964309095,0.07777914368708912,0.11049722959501235,0.10611365152445204,0.09295602895328152,0.04466191552675498,0.13474040263630943,0.07942712488296658,0.12917548301815193,0.10235959127156957,0.05060847593065578,0.09514997257688233,0.
results,3d_research.trajectory.trajectory.spectral_normalized,[0.10123161720973649,0.5521993852465182,0.25731547849589964,0.5833021813545572,0.5372042627981383,0.2909304257132332,0.24537949679709734,0.16101764647821515,0.3399785342315695,0.31371774802912217,0.32663218611391803,0.16049544628236082,0.22389367518466657,0.399396280336198,0.15323177082242279,0.28480101812069947,0.2671733344951979,0.2142625834569015,0.020057452681602594,0.38229009612305603,0.15985879803035624,0.359911883427579,0.2520771310322528,0.04397035756719973,0.22308508951622172,0.47596596
results,3d_research.trajectory.deception_onset_step,-1
results,3d_research.trajectory.metrics.n_points,64
results,3d_research.trajectory.metrics.onset_step,-1
results,3d_research.trajectory.metrics.final_honesty,0.5201825522260907
results,3d_research.trajectory.metrics.final_deception,0.0
results,3d_research.trajectory.metrics.mean_spectral_radius,0.12525756753777212
results,3d_research.trajectory.metrics.max_spectral_radius,0.2883498981394852
results,3d_research.trajectory.metrics.honesty_decrease_rate,0.0020283976214673337
results,3d_research.trajectory.metrics.deception_increase_rate,0.0
results,3d_research.trajectory.temperature_used,0.7
results,3d_research.spectral_surface.experiment_id,9
results,3d_research.spectral_surface.experiment_name,Spectral Surface Regression (3D)
results,3d_research.spectral_surface.experiment_description,Fit lambda_max(layer, token) surface and detect N_crit bifurcation.
results,3d_research.spectral_surface.name,Spectral Surface Regression (3D)
results,3d_research.spectral_surface.description,Fit lambda_max(layer, token) surface and detect N_crit bifurcation.
results,3d_research.spectral_surface.elapsed_seconds,2.535836051
results,3d_research.spectral_surface.parameters.temperature,0.7
results,3d_research.spectral_surface.parameters.max_tokens,256
results,3d_research.spectral_surface.parameters.top_k,50
results,3d_research.spectral_surface.parameters.top_p,0.95
results,3d_research.spectral_surface.parameters.context_window,1024
results,3d_research.spectral_surface.parameters.ncrit_threshold,114.0
results,3d_research.spectral_surface.parameters.theta_b_deg,7.07
results,3d_research.spectral_surface.parameters.beta_caputo,0.5
results,3d_research.spectral_surface.parameters.rlhf_pressure,0.0
results,3d_research.spectral_surface.parameters.n_layers,6
results,3d_research.spectral_surface.parameters.hidden_dim,64
results,3d_research.spectral_surface.parameters.n_heads,4
results,3d_research.spectral_surface.parameters.vocab_size,256
results,3d_research.spectral_surface.parameters.seed,42
results,3d_research.spectral_surface.parameters.epochs,3
results,3d_research.spectral_surface.parameters.learning_rate,0.001
results,3d_research.spectral_surface.parameters.batch_size,4
results,3d_research.spectral_surface.parameters.enable_filter,true
results,3d_research.spectral_surface.parameters.capture_hidden,true
results,3d_research.spectral_surface.parameters.language,en
results,3d_research.spectral_surface.parameters.hessian_grid_size,24
results,3d_research.spectral_surface.parameters.trajectory_points,64
results,3d_research.spectral_surface.parameters.spectral_surface_layers,6
results,3d_research.spectral_surface.parameters.pca_components,3
results,3d_research.spectral_surface.parameters.attention_flow_3d_resolution,32
results,3d_research.spectral_surface.parameters.parameter_space_grid,16
results,3d_research.spectral_surface.parameters.curvature_neighbors,8
results,3d_research.spectral_surface.parameters.elevation_3d,30
results,3d_research.spectral_surface.parameters.azimuth_3d,45
results,3d_research.spectral_surface.parameters.color_map_3d,viridis
results,3d_research.spectral_surface.data.experiment,spectral_surface_regression
results,3d_research.spectral_surface.data.n_layers,6
results,3d_research.spectral_surface.data.n_tokens,64
results,3d_research.spectral_surface.data.lambda_max_grid,[[0.02830088337423252,0.022206179595741674,0.02613163180820176,0.015681949105512856,0.016879566179753686,0.016383176726316864,0.010538134488594664,0.01348759111511203,0.009977543550840514,0.009281716182035287,0.01177510844251326,0.008593248253054788,0.009830555200269648,0.00926001841725198,0.009614595459156636,0.008895045132273072,0.0077518982711885925,0.0077563159993469695,0.007014542555401944,0.0070198866315652544,0.006609365460098093,0.006189826147895374,0.00644788499333557,0.0083608613351461
results,3d_research.spectral_surface.data.bifurcation_token,15
results,3d_research.spectral_surface.data.n_crit_predicted,114.0
results,3d_research.spectral_surface.data.metrics.lambda_max_global,0.27958918426722024
results,3d_research.spectral_surface.data.metrics.lambda_min_global,0.0031068680953721694
results,3d_research.spectral_surface.data.metrics.bifurcation_token,15
results,3d_research.spectral_surface.data.metrics.bifurcation_vs_ncrit,99.0
results,3d_research.spectral_surface.data.metrics.pre_bifurcation_slope,-0.0019699436628859888
results,3d_research.spectral_surface.data.metrics.post_bifurcation_slope,-3.5432373514664893E-4
results,3d_research.spectral_surface.data.metrics.slope_ratio,-0.1798649077240924
results,3d_research.spectral_surface.experiment,spectral_surface_regression
results,3d_research.spectral_surface.n_layers,6
results,3d_research.spectral_surface.n_tokens,64
results,3d_research.spectral_surface.lambda_max_grid,[[0.02830088337423252,0.022206179595741674,0.02613163180820176,0.015681949105512856,0.016879566179753686,0.016383176726316864,0.010538134488594664,0.01348759111511203,0.009977543550840514,0.009281716182035287,0.01177510844251326,0.008593248253054788,0.009830555200269648,0.00926001841725198,0.009614595459156636,0.008895045132273072,0.0077518982711885925,0.0077563159993469695,0.007014542555401944,0.0070198866315652544,0.006609365460098093,0.006189826147895374,0.00644788499333557,0.0083608613351461
results,3d_research.spectral_surface.bifurcation_token,15
results,3d_research.spectral_surface.n_crit_predicted,114.0
results,3d_research.spectral_surface.metrics.lambda_max_global,0.27958918426722024
results,3d_research.spectral_surface.metrics.lambda_min_global,0.0031068680953721694
results,3d_research.spectral_surface.metrics.bifurcation_token,15
results,3d_research.spectral_surface.metrics.bifurcation_vs_ncrit,99.0
results,3d_research.spectral_surface.metrics.pre_bifurcation_slope,-0.0019699436628859888
results,3d_research.spectral_surface.metrics.post_bifurcation_slope,-3.5432373514664893E-4
results,3d_research.spectral_surface.metrics.slope_ratio,-0.1798649077240924
results,3d_research.riemannian_curvature.experiment_id,10
results,3d_research.riemannian_curvature.experiment_name,Riemannian Curvature (3D)
results,3d_research.riemannian_curvature.experiment_description,Estimate discrete Gaussian curvature on hidden-state k-NN graph.
results,3d_research.riemannian_curvature.name,Riemannian Curvature (3D)
results,3d_research.riemannian_curvature.description,Estimate discrete Gaussian curvature on hidden-state k-NN graph.
results,3d_research.riemannian_curvature.elapsed_seconds,75.483910263
